LDEV_Write_IOPS0C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:00X(X573-1)","00:0C:01X(X574-1)","00:0C:02X(X575-1)","00:0C:03X(X576-1)","00:0C:04X(X577-1)","00:0C:05X(X578-1)","00:0C:06X(X579-1)","00:0C:07X(X580-1)","00:0C:08X(X581-1)","00:0C:09X(X582-1)","00:0C:0AX(X583-1)","00:0C:0BX(X584-1)","00:0C:0CX(X585-1)"
"20","2014/04/01 19:03",0,0,1,1,0,0,0,0,0,0,1,0,0
"21","2014/04/01 19:08",1,1,2,1,1,1,1,1,1,1,2,1,1
"22","2014/04/01 19:13",0,0,0,1,0,0,0,0,0,0,0,0,0
"23","2014/04/01 19:18",0,0,0,1,0,0,0,0,0,0,0,0,0
"24","2014/04/01 19:23",0,0,0,1,0,0,0,0,0,0,0,0,0
"25","2014/04/01 19:28",1,0,0,0,2,0,0,0,0,1,0,0,0
"26","2014/04/01 19:33",1,0,0,0,2,0,0,0,0,1,1,0,4
"27","2014/04/01 19:38",0,0,1,0,0,0,0,0,0,0,0,0,0
"28","2014/04/01 19:43",6,6,6,7,7,6,6,6,6,6,6,7,6
"29","2014/04/01 19:48",1,2,2,2,1,2,1,2,2,2,2,2,2
"30","2014/04/01 19:53",1,1,1,1,2,1,1,5,1,1,1,1,1
"31","2014/04/01 19:58",0,0,0,1,5,0,0,0,1,0,0,2,0
"32","2014/04/01 20:03",3,1,3,2,0,0,1,2,1,1,2,0,1
"33","2014/04/01 20:08",2,3,3,2,2,1,2,2,1,2,2,1,1
"34","2014/04/01 20:13",1,2,0,1,0,1,2,1,0,1,1,0,0
"35","2014/04/01 20:18",0,1,0,0,0,0,0,0,0,0,0,0,1
"36","2014/04/01 20:23",0,0,0,0,1,0,0,0,0,0,0,0,1
"37","2014/04/01 20:28",0,1,1,0,3,0,5,0,1,0,1,0,3
"38","2014/04/01 20:33",2,2,0,0,0,0,1,0,0,0,0,0,1
"39","2014/04/01 20:38",1,2,0,0,1,0,0,0,0,0,0,0,1
"40","2014/04/01 20:43",0,0,0,2,0,1,0,0,0,0,0,0,1
"41","2014/04/01 20:48",0,2,1,0,0,2,1,0,0,0,0,0,1
"42","2014/04/01 20:53",0,1,0,0,0,1,0,0,0,0,0,0,0
"43","2014/04/01 20:58",0,0,0,0,1,0,0,0,0,0,0,0,0
"44","2014/04/01 21:03",0,1,1,0,1,0,1,1,2,1,1,0,1
"45","2014/04/01 21:08",2,2,2,2,3,2,2,2,3,2,2,2,2
"46","2014/04/01 21:13",0,0,0,1,1,0,0,1,0,0,0,0,1
"47","2014/04/01 21:18",0,0,0,0,0,0,0,0,0,0,0,0,0
"48","2014/04/01 21:23",1,2,1,1,1,1,1,1,1,1,1,1,1
"49","2014/04/01 21:28",1,2,1,1,0,1,1,1,1,1,1,1,1
"50","2014/04/01 21:33",0,0,0,0,0,0,0,0,0,0,1,0,1
"51","2014/04/01 21:38",0,0,0,0,0,0,0,0,0,0,0,0,0
"52","2014/04/01 21:43",0,0,0,0,0,0,0,0,0,0,0,0,0
"53","2014/04/01 21:48",0,0,0,0,0,0,0,0,0,0,0,0,0
"54","2014/04/01 21:53",0,0,0,1,0,0,0,0,0,0,0,0,0
"55","2014/04/01 21:58",0,0,0,2,0,0,0,0,0,0,0,0,0
"56","2014/04/01 22:03",0,0,0,3,0,0,0,0,0,0,2,0,1
"57","2014/04/01 22:08",2,2,2,2,2,2,2,3,2,2,2,2,2
"58","2014/04/01 22:13",0,0,0,0,1,0,0,1,0,0,0,0,0
"59","2014/04/01 22:18",1,0,1,0,1,0,0,2,0,0,1,0,1
"60","2014/04/01 22:23",0,1,0,1,0,1,0,1,1,0,2,0,1
"61","2014/04/01 22:28",4,4,3,4,3,3,3,3,3,2,4,4,3
"62","2014/04/01 22:33",1,2,2,2,0,2,3,1,2,1,1,0,0
"63","2014/04/01 22:38",1,2,0,0,0,0,0,0,2,0,1,0,0
"64","2014/04/01 22:43",1,0,0,1,0,0,0,0,2,0,1,0,0
"65","2014/04/01 22:48",1,0,0,0,2,0,2,0,0,0,0,0,0
"66","2014/04/01 22:53",3,8,0,1,2,0,0,1,1,0,0,0,0
"67","2014/04/01 22:58",1,2,0,0,0,0,0,0,1,0,0,0,0
"68","2014/04/01 23:03",2,2,3,3,2,3,5,5,3,3,5,2,3
"69","2014/04/01 23:08",5,5,5,5,6,4,5,6,5,4,5,5,7
"70","2014/04/01 23:13",7,3,3,6,6,4,4,2,3,4,4,5,6
"71","2014/04/01 23:18",5,4,6,5,8,4,6,6,6,6,5,9,6
"72","2014/04/01 23:23",5,7,7,7,7,8,7,6,5,6,6,8,8
"73","2014/04/01 23:28",7,5,5,10,5,5,5,6,6,6,6,7,5
"74","2014/04/01 23:33",4,3,6,4,5,5,5,6,4,5,4,7,5
"75","2014/04/01 23:38",7,5,8,7,6,6,8,5,7,4,6,7,4
"76","2014/04/01 23:43",13,10,13,14,15,11,12,14,11,12,12,13,12
"77","2014/04/01 23:48",3,4,5,4,4,5,7,5,6,5,5,4,3
"78","2014/04/01 23:53",7,6,4,5,7,5,4,3,3,5,7,6,6
"79","2014/04/01 23:58",7,7,6,5,6,6,8,8,6,6,4,8,6
"80","2014/04/02 00:03",7,5,7,4,7,6,5,5,6,4,6,4,7
"81","2014/04/02 00:08",10,10,9,12,8,7,11,10,7,10,9,8,9
"82","2014/04/02 00:13",10,9,10,12,9,9,10,9,8,9,9,10,10
"83","2014/04/02 00:18",8,7,8,10,8,9,10,11,10,8,9,8,8
"84","2014/04/02 00:23",6,7,5,5,7,9,9,7,5,6,5,4,6
"85","2014/04/02 00:28",7,7,6,9,6,7,9,7,8,8,6,7,7
"86","2014/04/02 00:33",6,8,9,7,7,10,10,10,7,8,7,6,9
"87","2014/04/02 00:38",8,7,4,7,6,6,7,8,5,8,9,7,11
"88","2014/04/02 00:43",4,3,4,4,4,4,3,6,5,3,3,5,5
"89","2014/04/02 00:48",3,4,2,2,4,3,2,4,3,2,3,4,3
"90","2014/04/02 00:53",5,10,7,5,6,5,6,8,7,7,5,7,5
"91","2014/04/02 00:58",2,1,2,2,1,1,2,1,2,1,2,1,1
"92","2014/04/02 01:03",1,0,1,3,2,1,2,0,1,0,1,1,0
"93","2014/04/02 01:08",2,2,3,1,2,3,2,2,2,2,2,2,2
"94","2014/04/02 01:13",0,0,1,0,1,1,0,1,0,0,2,0,0
"95","2014/04/02 01:18",0,0,1,0,1,0,0,1,0,2,3,0,0
"96","2014/04/02 01:23",0,1,1,0,1,0,1,2,1,1,1,1,0
