LDEV_D2CR_Trans0C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:00X(X573-1)","00:0C:01X(X574-1)","00:0C:02X(X575-1)","00:0C:03X(X576-1)","00:0C:04X(X577-1)","00:0C:05X(X578-1)","00:0C:06X(X579-1)","00:0C:07X(X580-1)","00:0C:08X(X581-1)","00:0C:09X(X582-1)","00:0C:0AX(X583-1)","00:0C:0BX(X584-1)","00:0C:0CX(X585-1)"
"20","2014/04/01 19:03",1,1,1,1,1,1,0,1,1,1,1,1,1
"21","2014/04/01 19:08",1,1,1,1,1,1,1,1,1,1,1,1,1
"22","2014/04/01 19:13",1,1,1,1,1,1,1,1,1,1,1,1,1
"23","2014/04/01 19:18",1,1,1,1,1,1,1,1,1,1,1,1,1
"24","2014/04/01 19:23",1,1,1,1,1,1,1,1,1,1,1,1,1
"25","2014/04/01 19:28",1,1,1,1,1,1,1,1,1,1,1,1,1
"26","2014/04/01 19:33",1,1,1,1,1,2,1,1,1,1,1,1,1
"27","2014/04/01 19:38",1,2,1,2,2,1,2,1,1,2,1,2,2
"28","2014/04/01 19:43",5,5,5,5,5,6,5,5,6,6,6,5,6
"29","2014/04/01 19:48",4,4,4,4,4,4,4,4,4,4,4,4,4
"30","2014/04/01 19:53",3,4,4,4,4,4,3,4,4,4,3,4,4
"31","2014/04/01 19:58",2,2,2,2,2,2,1,2,2,2,2,2,2
"32","2014/04/01 20:03",1,2,2,2,2,2,2,1,2,2,1,1,2
"33","2014/04/01 20:08",1,1,1,1,1,1,1,1,1,1,1,1,1
"34","2014/04/01 20:13",1,1,1,1,1,1,1,0,1,1,1,1,1
"35","2014/04/01 20:18",0,1,0,1,0,0,0,0,0,0,0,0,0
"36","2014/04/01 20:23",0,0,0,0,0,0,0,0,0,0,0,0,0
"37","2014/04/01 20:28",1,1,1,1,1,1,1,1,1,1,1,1,1
"38","2014/04/01 20:33",1,1,1,1,1,1,1,1,1,1,1,1,1
"39","2014/04/01 20:38",0,0,0,0,0,0,0,0,0,0,0,0,0
"40","2014/04/01 20:43",0,0,0,1,0,0,0,0,0,1,0,0,0
"41","2014/04/01 20:48",0,0,0,0,0,0,0,0,0,0,0,0,0
"42","2014/04/01 20:53",0,0,0,0,0,0,0,0,1,0,0,0,1
"43","2014/04/01 20:58",1,1,1,1,1,1,1,1,1,1,1,1,1
"44","2014/04/01 21:03",0,0,1,1,1,1,1,1,1,1,0,0,1
"45","2014/04/01 21:08",1,2,2,1,1,2,1,1,1,1,1,1,1
"46","2014/04/01 21:13",1,1,1,1,1,1,1,1,1,1,1,1,1
"47","2014/04/01 21:18",2,2,2,2,2,2,2,2,2,2,2,2,2
"48","2014/04/01 21:23",1,2,2,2,2,2,1,2,2,2,2,2,2
"49","2014/04/01 21:28",1,1,1,1,1,1,1,1,1,1,1,1,1
"50","2014/04/01 21:33",2,1,2,2,2,2,2,2,2,2,2,1,2
"51","2014/04/01 21:38",1,2,2,2,2,1,1,1,2,2,1,2,2
"52","2014/04/01 21:43",1,2,2,1,2,2,1,1,1,1,1,1,2
"53","2014/04/01 21:48",1,1,1,1,1,1,1,1,1,1,1,1,1
"54","2014/04/01 21:53",1,1,2,2,2,2,1,1,1,1,1,1,2
"55","2014/04/01 21:58",2,3,2,2,2,2,2,3,2,2,2,2,2
"56","2014/04/01 22:03",3,3,3,4,3,3,3,4,3,4,4,3,4
"57","2014/04/01 22:08",3,3,4,3,4,4,3,3,3,3,3,3,3
"58","2014/04/01 22:13",2,2,3,2,3,3,2,2,3,3,2,2,2
"59","2014/04/01 22:18",2,2,2,3,2,2,2,3,3,2,2,2,2
"60","2014/04/01 22:23",3,3,4,3,3,3,3,4,3,3,3,3,3
"61","2014/04/01 22:28",3,3,3,3,3,3,3,3,3,3,4,3,3
"62","2014/04/01 22:33",4,4,4,4,4,4,3,4,4,4,3,3,4
"63","2014/04/01 22:38",4,4,4,4,4,4,4,4,4,4,3,4,4
"64","2014/04/01 22:43",3,3,4,3,3,3,3,3,3,3,3,3,3
"65","2014/04/01 22:48",3,3,4,4,4,3,3,3,3,4,3,3,3
"66","2014/04/01 22:53",3,3,4,3,4,5,3,3,3,3,3,3,4
"67","2014/04/01 22:58",3,3,3,3,3,4,3,3,3,3,3,3,3
"68","2014/04/01 23:03",4,4,4,4,4,4,3,4,4,4,4,4,4
"69","2014/04/01 23:08",4,5,5,4,5,5,4,4,4,5,4,4,5
"70","2014/04/01 23:13",3,3,3,3,3,4,3,3,3,3,3,3,3
"71","2014/04/01 23:18",3,4,4,3,4,4,3,4,4,4,4,4,4
"72","2014/04/01 23:23",3,3,3,3,3,4,3,3,3,3,3,3,3
"73","2014/04/01 23:28",3,2,2,2,3,2,2,2,3,3,2,2,3
"74","2014/04/01 23:33",2,3,3,2,3,3,3,2,3,3,2,2,3
"75","2014/04/01 23:38",2,2,2,3,2,2,2,2,2,2,2,2,3
"76","2014/04/01 23:43",1,2,2,2,2,2,2,2,2,2,2,2,2
"77","2014/04/01 23:48",3,3,3,4,3,3,2,2,3,3,3,3,3
"78","2014/04/01 23:53",2,2,2,2,2,2,2,2,2,2,2,2,2
"79","2014/04/01 23:58",1,2,2,1,2,2,1,1,2,1,1,2,2
"80","2014/04/02 00:03",3,2,3,2,2,3,2,2,2,3,2,2,2
"81","2014/04/02 00:08",2,2,2,2,3,3,2,2,2,2,2,3,3
"82","2014/04/02 00:13",2,2,2,2,2,2,2,2,2,2,2,2,2
"83","2014/04/02 00:18",1,2,2,2,2,2,1,2,2,2,2,1,2
"84","2014/04/02 00:23",2,2,2,2,2,2,1,2,2,2,2,2,2
"85","2014/04/02 00:28",1,2,2,2,2,2,1,1,2,2,2,2,2
"86","2014/04/02 00:33",2,2,3,2,2,3,1,2,2,2,2,2,2
"87","2014/04/02 00:38",1,2,2,1,2,2,1,2,2,2,1,2,2
"88","2014/04/02 00:43",2,3,2,2,2,2,2,2,2,2,2,2,3
"89","2014/04/02 00:48",1,1,2,1,2,2,1,1,1,2,1,1,2
"90","2014/04/02 00:53",2,2,2,2,2,2,2,2,2,2,2,2,2
"91","2014/04/02 00:58",1,1,1,1,1,1,1,1,1,1,1,1,1
"92","2014/04/02 01:03",2,2,2,2,2,2,2,2,2,2,2,2,2
"93","2014/04/02 01:08",3,3,3,2,3,3,2,3,2,3,3,2,2
"94","2014/04/02 01:13",3,3,3,3,2,3,2,2,3,3,2,2,3
"95","2014/04/02 01:18",2,2,2,3,2,2,2,2,2,2,3,2,2
"96","2014/04/02 01:23",1,1,2,1,1,2,1,1,1,1,1,1,2
