LDEV_Seq_Read_IOPS0C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:00X(X573-1)","00:0C:01X(X574-1)","00:0C:02X(X575-1)","00:0C:03X(X576-1)","00:0C:04X(X577-1)","00:0C:05X(X578-1)","00:0C:06X(X579-1)","00:0C:07X(X580-1)","00:0C:08X(X581-1)","00:0C:09X(X582-1)","00:0C:0AX(X583-1)","00:0C:0BX(X584-1)","00:0C:0CX(X585-1)"
"19","2014/04/01 18:58",1,3,2,3,2,3,1,2,2,2,1,1,1
"20","2014/04/01 19:03",1,3,2,4,4,4,2,3,3,2,2,2,2
"21","2014/04/01 19:08",2,4,3,4,3,5,3,3,4,3,2,3,3
"22","2014/04/01 19:13",4,5,5,7,7,8,4,5,6,6,4,4,5
"23","2014/04/01 19:18",4,3,5,7,7,9,4,5,6,5,4,5,6
"24","2014/04/01 19:23",2,3,3,5,4,5,3,4,4,4,2,3,4
"25","2014/04/01 19:28",4,4,4,5,5,7,3,4,5,5,3,4,5
"26","2014/04/01 19:33",3,4,4,6,5,7,3,6,5,5,3,3,4
"27","2014/04/01 19:38",2,5,3,5,5,6,4,4,5,4,2,3,5
"28","2014/04/01 19:43",3,3,3,4,3,4,3,3,4,3,3,3,3
"29","2014/04/01 19:48",3,3,3,4,3,3,3,3,3,3,2,3,3
"30","2014/04/01 19:53",3,3,3,4,4,5,3,4,3,3,3,3,3
"31","2014/04/01 19:58",2,4,3,4,4,5,3,3,5,3,3,3,3
"32","2014/04/01 20:03",3,5,3,7,4,6,3,5,5,4,2,3,4
"33","2014/04/01 20:08",2,4,4,5,4,5,3,4,4,3,1,3,3
"34","2014/04/01 20:13",3,5,4,6,5,5,4,4,5,4,3,4,4
"35","2014/04/01 20:18",2,6,4,6,5,7,4,4,6,4,3,4,4
"36","2014/04/01 20:23",2,5,4,6,4,5,4,4,5,4,1,4,5
"37","2014/04/01 20:28",3,5,4,6,5,6,5,5,5,4,2,4,4
"38","2014/04/01 20:33",3,5,4,6,5,6,3,4,5,4,2,3,4
"39","2014/04/01 20:38",2,5,3,7,5,6,4,4,5,4,2,3,4
"40","2014/04/01 20:43",3,6,4,7,5,6,5,4,5,6,3,4,4
"41","2014/04/01 20:48",2,5,4,6,4,6,3,4,5,4,2,3,3
"42","2014/04/01 20:53",2,5,4,6,4,6,4,4,5,4,2,4,4
"43","2014/04/01 20:58",3,5,4,7,5,6,4,5,5,5,2,4,4
"44","2014/04/01 21:03",2,4,3,6,4,5,3,3,5,4,2,3,4
"45","2014/04/01 21:08",1,2,1,2,1,2,1,1,1,1,1,1,1
"46","2014/04/01 21:13",1,2,2,3,3,3,2,2,3,2,2,2,2
"47","2014/04/01 21:18",1,4,3,4,3,4,3,3,4,3,1,2,3
"48","2014/04/01 21:23",1,3,2,4,3,3,2,2,3,3,2,2,3
"49","2014/04/01 21:28",2,3,3,4,3,4,3,3,3,3,1,2,2
"50","2014/04/01 21:33",1,4,3,3,2,3,2,2,4,3,1,2,2
"51","2014/04/01 21:38",1,3,3,4,4,4,2,2,3,2,2,3,3
"52","2014/04/01 21:43",2,3,3,5,4,5,3,3,4,3,2,3,3
"53","2014/04/01 21:48",1,2,1,3,2,3,2,2,2,2,1,2,2
"54","2014/04/01 21:53",2,4,3,5,4,4,2,3,3,3,2,2,3
"55","2014/04/01 21:58",2,3,3,4,3,3,3,3,3,3,1,2,3
"56","2014/04/01 22:03",4,6,4,7,6,5,4,6,5,4,4,5,6
"57","2014/04/01 22:08",4,5,7,6,6,5,3,4,5,6,3,7,5
"58","2014/04/01 22:13",3,4,5,5,5,5,5,5,4,4,4,3,3
"59","2014/04/01 22:18",6,9,8,10,9,10,7,9,10,8,7,8,7
"60","2014/04/01 22:23",12,16,14,15,14,13,10,13,12,13,13,11,14
"61","2014/04/01 22:28",12,11,9,12,11,12,15,12,9,11,13,10,9
"62","2014/04/01 22:33",7,6,7,12,8,8,8,7,8,7,7,7,7
"63","2014/04/01 22:38",8,7,7,8,8,10,7,8,11,5,9,9,9
"64","2014/04/01 22:43",13,17,15,18,13,17,12,12,12,14,12,14,11
"65","2014/04/01 22:48",10,12,12,17,14,17,11,15,12,13,12,15,13
"66","2014/04/01 22:53",9,7,8,9,9,14,9,7,10,7,7,8,10
"67","2014/04/01 22:58",6,7,7,9,7,9,8,9,9,7,7,9,9
"68","2014/04/01 23:03",9,8,9,7,8,8,8,7,9,7,7,7,8
"69","2014/04/01 23:08",7,9,7,9,8,8,9,8,8,9,9,7,9
"70","2014/04/01 23:13",9,7,8,9,12,9,8,8,8,9,7,9,10
"71","2014/04/01 23:18",7,8,10,9,9,11,10,11,11,9,8,8,8
"72","2014/04/01 23:23",10,11,12,11,8,12,10,9,10,8,9,11,11
"73","2014/04/01 23:28",8,10,9,10,10,9,10,8,8,8,9,8,9
"74","2014/04/01 23:33",7,9,13,10,10,11,9,7,9,9,8,8,9
"75","2014/04/01 23:38",9,10,9,13,9,10,10,11,11,8,8,8,11
"76","2014/04/01 23:43",9,9,12,13,11,13,12,10,10,10,11,11,8
"77","2014/04/01 23:48",14,14,12,12,11,12,10,12,12,13,12,15,14
"78","2014/04/01 23:53",13,11,14,14,13,15,10,14,11,10,11,13,13
"79","2014/04/01 23:58",11,12,14,9,13,12,9,10,11,11,9,12,11
"80","2014/04/02 00:03",13,11,11,11,10,16,11,11,14,11,10,12,12
"81","2014/04/02 00:08",8,13,12,15,12,10,13,14,8,10,12,12,9
"82","2014/04/02 00:13",11,13,10,14,15,12,12,15,15,12,13,12,11
"83","2014/04/02 00:18",11,13,13,14,14,16,13,11,11,12,14,11,13
"84","2014/04/02 00:23",15,15,13,16,10,14,13,16,14,14,12,14,13
"85","2014/04/02 00:28",14,16,16,17,14,14,13,14,17,14,16,12,15
"86","2014/04/02 00:33",11,14,16,16,12,16,13,16,15,17,16,15,16
"87","2014/04/02 00:38",10,13,14,10,11,11,10,13,11,13,9,12,11
"88","2014/04/02 00:43",9,12,10,11,11,12,11,11,11,9,8,10,10
"89","2014/04/02 00:48",12,12,13,15,16,14,12,14,14,13,14,9,15
"90","2014/04/02 00:53",9,12,11,10,10,13,10,9,12,9,9,13,10
"91","2014/04/02 00:58",9,9,7,13,11,8,8,9,9,10,9,9,9
"92","2014/04/02 01:03",8,9,9,11,7,12,9,9,11,8,9,8,9
"93","2014/04/02 01:08",5,6,5,5,7,6,6,5,5,5,4,6,5
"94","2014/04/02 01:13",7,9,9,9,7,10,6,7,9,7,8,7,7
"95","2014/04/02 01:18",7,10,8,12,9,9,9,9,10,7,7,8,8
"96","2014/04/02 01:23",7,9,7,10,9,11,8,11,8,10,7,8,8
