LDEV_Read_IOPS_X35-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:35 X"
"1","2014/04/01 17:28",31
"2","2014/04/01 17:33",37
"3","2014/04/01 17:38",40
"4","2014/04/01 17:43",35
"5","2014/04/01 17:48",34
"6","2014/04/01 17:53",34
"7","2014/04/01 17:58",32
"8","2014/04/01 18:03",32
"9","2014/04/01 18:08",32
"10","2014/04/01 18:13",30
"11","2014/04/01 18:18",35
"12","2014/04/01 18:23",30
"13","2014/04/01 18:28",33
"14","2014/04/01 18:33",34
"15","2014/04/01 18:38",32
"16","2014/04/01 18:43",36
"17","2014/04/01 18:48",32
"18","2014/04/01 18:53",39
"19","2014/04/01 18:58",37
"20","2014/04/01 19:03",35
"21","2014/04/01 19:08",33
"22","2014/04/01 19:13",35
"23","2014/04/01 19:18",34
"24","2014/04/01 19:23",34
"25","2014/04/01 19:28",37
"26","2014/04/01 19:33",32
"27","2014/04/01 19:38",38
"28","2014/04/01 19:43",28
"29","2014/04/01 19:48",34
"30","2014/04/01 19:53",29
"31","2014/04/01 19:58",29
"32","2014/04/01 20:03",37
"33","2014/04/01 20:08",38
"34","2014/04/01 20:13",39
"35","2014/04/01 20:18",35
"36","2014/04/01 20:23",35
"37","2014/04/01 20:28",31
"38","2014/04/01 20:33",37
"39","2014/04/01 20:38",34
"40","2014/04/01 20:43",39
"41","2014/04/01 20:48",35
"42","2014/04/01 20:53",29
"43","2014/04/01 20:58",28
"44","2014/04/01 21:03",33
"45","2014/04/01 21:08",31
"46","2014/04/01 21:13",27
"47","2014/04/01 21:18",25
"48","2014/04/01 21:23",27
"49","2014/04/01 21:28",20
"50","2014/04/01 21:33",28
"51","2014/04/01 21:38",24
"52","2014/04/01 21:43",23
"53","2014/04/01 21:48",22
"54","2014/04/01 21:53",22
"55","2014/04/01 21:58",5
"56","2014/04/01 22:03",12
"57","2014/04/01 22:08",18
"58","2014/04/01 22:13",11
"59","2014/04/01 22:18",5
"60","2014/04/01 22:23",4
"61","2014/04/01 22:28",2
"62","2014/04/01 22:33",3
"63","2014/04/01 22:38",4
"64","2014/04/01 22:43",3
"65","2014/04/01 22:48",3
"66","2014/04/01 22:53",4
"67","2014/04/01 22:58",3
"68","2014/04/01 23:03",3
"69","2014/04/01 23:08",5
"70","2014/04/01 23:13",3
"71","2014/04/01 23:18",4
"72","2014/04/01 23:23",4
"73","2014/04/01 23:28",3
"74","2014/04/01 23:33",4
"75","2014/04/01 23:38",5
"76","2014/04/01 23:43",4
"77","2014/04/01 23:48",4
"78","2014/04/01 23:53",4
"79","2014/04/01 23:58",4
"80","2014/04/02 00:03",4
"81","2014/04/02 00:08",6
"82","2014/04/02 00:13",4
"83","2014/04/02 00:18",3
"84","2014/04/02 00:23",4
"85","2014/04/02 00:28",4
"86","2014/04/02 00:33",4
"87","2014/04/02 00:38",5
"88","2014/04/02 00:43",4
"89","2014/04/02 00:48",4
"90","2014/04/02 00:53",4
"91","2014/04/02 00:58",4
"92","2014/04/02 01:03",4
"93","2014/04/02 01:08",5
"94","2014/04/02 01:13",4
"95","2014/04/02 01:18",4
"96","2014/04/02 01:23",4
